A股	A<s>gu2
散裝	slaan2<s>zaang1
散播	slaan3<s>bo3
散佈	slaan3<s>bu3
散步	slaan3<s>bu6
散發	slaan3<s>faat2
散夥	slaan3<s>hu2
散佚	slaan3<s>jat6
散落	slaan3<s>laak5
散失	slaan3<s>sat2
散心	slaan3<s>slam1
散置	slaan3<s>zi3
散場	slaan3<s>ziang4
散傳單	slaan3<s>zyun4<s>daan1
喪服	slaang1<s>foek6
喪禮	slaang1<s>lai5
喪亂	slaang1<s>lun6
喪儀	slaang1<s>nji4
喪事	slaang1<s>sai6
喪葬	slaang1<s>zaang3
喪膽	slaang3<s>daam2
喪家之犬	slaang3<s>gaa1<s>zi1<s>hyun2
喪權	slaang3<s>gyun4
喪權辱國	slaang3<s>gyun4<s>njoek5<s>guk2
喪氣	slaang3<s>hi3
喪命	slaang3<s>ming6
喪偶	slaang3<s>ngau5
喪失	slaang3<s>sat2
喪生	slaang3<s>siang1
喪心病狂	slaang3<s>slam1<s>bing6<s>gwaang4
喪盡天良	slaang3<s>zan6<s>tin1<s>liang4
喪志	slaang3<s>zi3
喪鐘	slaang3<s>zoeng1
掃興	slaau3<s>hing3
西藏	slai1<s>zaang6
洗燙	slai2<s>taang3
細胞核	slai3<s>baau1<s>hat6
細嚼慢咽	slai3<s>ziak2<s>maan6<s>jyun3
塞車	slak2<s>ce1
塞責	slak2<s>ziak2
塞住	slak2<s>zyu6
心不在焉	slam1<s>bat2<s>zaai6<s>jin4
心廣體胖	slam1<s>gung2<s>tai2<s>bun4
新鮮	slan1<s>slyun1
新造	slan1<s>zaau5
新正	slan1<s>zing1
信差	slan3<s>caai1
信號彈	slan3<s>haau6<s>daan6
浚縣	slan3<s>jyun6
濬縣	slan3<s>jyun6
巡更	slan4<s>giang1
率由舊章	slat2<s>jau4<s>gau6<s>ziang1
率領	slat2<s>ling5
率馬以驥	slat2<s>maa5<s>ji5<s>gi3
率爾操觚	slat2<s>nji5<s>caau1<s>gu1
率獸食人	slat2<s>sau3<s>sik6<s>njan4
率先	slat2<s>slin1
率性	slat2<s>sling3
率土之濱	slat2<s>tu2<s>zi1<s>ban1
率真	slat2<s>zan1
蟋蟀	slat2<s>zat2
率直	slat2<s>zik6
羞澀	slau1<s>sap2
羞惡之心	slau1<s>wu3<s>zi1<s>slam1
卸馱	sle3<s>do6
邪惡	sle4<s>aak2
邪不勝正	sle4<s>bat2<s>sing3<s>zing3
私賈民田	sli1<s>gu2<s>man4<s>din4
𥯨簩竹	sli1<s>laau4<s>zoek2
思量	sli1<s>liang4
私藏	sli1<s>zaang4
死翹翹	sli2<s>keu4<s>keu3
四馱	sli3<s>do6
四分之	sli3<s>fan6<s>zi1
四下	sli3<s>jaa5
四米	sli3<s>mai5
相安	sliang1<s>aan1
相幫	sliang1<s>baang1
相稱	sliang1<s>cing3
相處	sliang1<s>cyu2
相當	sliang1<s>daang1
相得益彰	sliang1<s>dak2<s>ik2<s>ziang1
相對	sliang1<s>dui3
相反相成	sliang1<s>faan2<s>sliang1<s>sing4
相逢	sliang1<s>foeng4
相符	sliang1<s>fu4
相干	sliang1<s>gaan1
相間	sliang1<s>gaan3
相敬如賓	sliang1<s>ging3<s>jyu4<s>ban1
相關	sliang1<s>gwaan1
相好	sliang1<s>haau2
相形見絀	sliang1<s>hing4<s>gin3<s>zyut2
相應	sliang1<s>ing3
相依爲命	sliang1<s>ji1<s>wai4<s>ming6
相容	sliang1<s>joeng4
相濡以沫	sliang1<s>jyu4<s>ji5<s>mut5
箱籠	sliang1<s>loeng5
相宜	sliang1<s>nji4
相撲	sliang1<s>puk2
相識	sliang1<s>sik2
相思	sliang1<s>sli1
相託	sliang1<s>taak2
相知	sliang1<s>zi1
相左	sliang1<s>zo2
相傳	sliang1<s>zyun4
想要	sliang2<s>jiu3
想着	sliang2<s>ziak6
想著	sliang2<s>ziak6
相親	sliang3<s>can1
相夫教子	sliang3<s>fu1<s>gaau3<s>zi2
相機行事	sliang3<s>gi1<s>hiang4<s>sai6
相機而動	sliang3<s>gi1<s>ji4<s>doeng6
相公	sliang3<s>goeng1
相國	sliang3<s>guk2
相馬	sliang3<s>maa5
相貌	sliang3<s>maau6
相面	sliang3<s>min6
相片	sliang3<s>pin3
相士	sliang3<s>sai6
線圈	slin3<s>hyun1
星宿	sling1<s>slau3
省察	sling2<s>caat2
省親	sling2<s>can1
省問	sling2<s>man6
省視	sling2<s>si6
姓區	sling3<s>au1
姓賈	sling3<s>gaa2
姓解	sling3<s>haai6
姓繆	sling3<s>miu6
姓任	sling3<s>njam4
姓仇	sling3<s>sau4
姓單	sling3<s>syun6
姓覃	sling3<s>zam4
消長	sliu1<s>ziang2
小便	sliu2<s>bin6
小處	sliu2<s>cyu3
小調	sliu2<s>diu6
小楷	sliu2<s>gaai1
小乘	sliu2<s>sing6
小說	sliu2<s>syut2
小鏜鑼	sliu2<s>taang1<s>lo4
小傳	sliu2<s>zyun6
笑裏藏刀	sliu3<s>li5<s>zaang4<s>daau1
笑裡藏刀	sliu3<s>li5<s>zaang4<s>daau1
笑咪咪	sliu3<s>mi3<s>mi3
笑眯眯	sliu3<s>mi3<s>mi3
笑瞇瞇	sliu3<s>mi3<s>mi3
莎草	slo1<s>caau2
宿惡	sloek2<s>aak2
宿賊	sloek2<s>cak6
夙興夜寐	sloek2<s>hing1<s>jaa6<s>mi6
宿命	sloek2<s>ming6
宿舍	sloek2<s>se3
宿疾	sloek2<s>zat6
宿將	sloek2<s>ziang3
宿醉	sloek2<s>zui3
俗稱	sloek6<s>cing1
鬆散	sloeng1<s>slaan2
送上	sloeng3<s>sang5
宋朝	sloeng3<s>ziu4
鎖匙	slu2<s>si4
素稔	slu3<s>nam5
素絲紕之	slu3<s>sli1<s>bi4<s>zi1
損兵折將	slun2<s>bing1<s>zyut2<s>ziang3
算吧啦	slun3<s>baa1<s>laa1
需款甚亟	slyu1<s>hon2<s>sam6<s>gik2
需要	slyu1<s>jiu3
絮絮叨叨	slyu3<s>slyu3<s>daau1<s>daau1
鮮卑	slyun1<s>bai1
鮮果	slyun1<s>go2
鮮車怒馬	slyun1<s>gyu1<s>nu6<s>maa5
鮮紅	slyun1<s>hoeng4
鮮貨	slyun1<s>hu3
鮮血	slyun1<s>hyut2
鮮衣美食	slyun1<s>ji1<s>mai5<s>sik6
鮮艷	slyun1<s>jim6
鮮豔	slyun1<s>jim6
鮮亮	slyun1<s>liang6
鮮美	slyun1<s>mai5
鮮明	slyun1<s>ming4
鮮奶	slyun1<s>naai5
鮮肉	slyun1<s>njoek5
鮮妍	slyun1<s>njyun4
鮮花	slyun1<s>waa1
鮮活	slyun1<s>wat6
宣傳	slyun1<s>zyun4
鮮見	slyun2<s>gin3
鮮有	slyun2<s>jau5
鮮少	slyun2<s>siu2
鮮爲人知	slyun2<s>wai4<s>njan4<s>zi1
旋轉	slyun4<s>zyun2
雪茄	slyut2<s>gaa1
雪褸	slyut2<s>lau1
雪仗	slyut2<s>ziang3
贖當	soek6<s>daang3
淑媛	soek6<s>jyun4
熟稔	soek6<s>nam5
數不勝數	su2<s>bat2<s>sing3<s>su2
疏記	su3<s>gi3
數量	su3<s>liang6
疏證	su3<s>zing3
水吧	sui2<s>baa1
水分	sui2<s>fan6
水滸傳	sui2<s>hu2<s>zyun6
水潦	sui2<s>laau5
水磨	sui2<s>mu6
水泡	sui2<s>paau3
稅率	sui3<s>lat5
垂柳成行	sui4<s>lau5<s>sing4<s>haang4
睡一覺	sui6<s>at2<s>gaau3
睡大覺	sui6<s>daai6<s>gaau3
睡覺	sui6<s>gaau3
睡著	sui6<s>ziak6
雙親	sung1<s>can1
書呆子	syu1<s>daai1<s>zi2
書獃子	syu1<s>daai1<s>zi2
書僮	syu1<s>doeng4
書畫	syu1<s>waa6
暑假	syu2<s>kaa3
庶幾	syu3<s>gi1
樹冠	syu6<s>gun1
船埠	syun4<s>bu6
善惡	syun6<s>aak2
單縣	syun6<s>jyun6
善莫大焉	syun6<s>moek5<s>daai6<s>jin4
禪讓	syun6<s>ngiang6
禪位	syun6<s>wai6
擅長	syun6<s>ziang4
說教	syut2<s>gaau3
說謊	syut2<s>hung1
說明	syut2<s>ming4
說笑	syut2<s>sliu3
說話	syut2<s>waa6
折本	syut6<s>bun2
折耗	syut6<s>haau3
太差	taai3<s>caa1
太監	taai3<s>gaam3
泰然處之	taai3<s>jyun4<s>cyu2<s>zi1
太尉	taai3<s>wai3
攤檔	taan1<s>daang3
钂鈀	taang1<s>baa4
鏜鑼	taang1<s>lo4
鏜鏜	taang1<s>taang1
鏜鞳	taang1<s>taap2
湯匙	taang1<s>zi4
燙衣服	taang3<s>ji1<s>foek6
燙衫板	taang3<s>saam1<s>baan2
拓印	taap2<s>an3
拓碑	taap2<s>bai1
拓本	taap2<s>bun2
拓片	taap2<s>pin3
鞳鏜	taap2<s>taang1
叨竊	taau1<s>cit2
叨竊非據	taau1<s>cit2<s>fi1<s>gyu3
叨教	taau1<s>gaau3
叨光	taau1<s>gung1
叨擾	taau1<s>jiu5
套間	taau3<s>gaan1
體重	tai2<s>zoeng5
吞咽	tan1<s>jyun3
褪過去	tan3<s>gu3<s>hyu3
褪下	tan3<s>jaa6
踢竇	tik2<s>dau3
天地否	tin1<s>di6<s>pi2
天神地祇	tin1<s>san4<s>di6<s>gi4
天上人間	tin1<s>sang6<s>njan4<s>gaan1
天相	tin1<s>sliang3
天長地久	tin1<s>ziang4<s>di6<s>gau2
靦然	tin2<s>jyun4
靦然人面	tin2<s>jyun4<s>njan4<s>min6
靦臉	tin2<s>lim5
靦冒	tin2<s>maau6
靦面	tin2<s>min6
靦顏	tin2<s>njaan4
靦顏借命	tin2<s>njaan4<s>ze3<s>ming6
聽差	ting1<s>caai1
聽見	ting1<s>gin3
聽暇	ting1<s>jaa6
聽音樂	ting1<s>jam1<s>laak5
聽覺	ting1<s>kiak2
聽晚	ting1<s>maan5
聽信	ting1<s>slan3
聽話	ting1<s>waa6
聽早	ting1<s>zaau2
聽診	ting1<s>zan2
聽着	ting1<s>ziak6
聽著	ting1<s>ziak6
聽朝	ting1<s>ziu1
聽憑	ting3<s>bang4
聽便	ting3<s>bin6
聽其自然	ting3<s>gi4<s>zi6<s>jyun4
聽候	ting3<s>hau6
聽任	ting3<s>njam6
聽天由命	ting3<s>tin1<s>jau4<s>ming6
聽裝	ting3<s>zaang1
聽之任之	ting3<s>zi1<s>njam6<s>zi1
聽政	ting3<s>zing3
聽從	ting3<s>zoeng4
聽訟	ting3<s>zoeng6
貼吧	tip2<s>baa1
鐵柵	tit2<s>ciak2
鐵竇	tit2<s>dau3
鐵騎士	tit2<s>gi4<s>sai6
鐵騎	tit2<s>gi6
挑撥離間	tiu1<s>but6<s>li4<s>gaan3
挑擔	tiu1<s>daam3
拖累	to1<s>lui6
妥當	to2<s>daang3
通分	toeng1<s>fan1
恫瘝	toeng1<s>gwaan1
恫瘝乃身	toeng1<s>gwaan1<s>naai5<s>san1
恫瘝在抱	toeng1<s>gwaan1<s>zaai6<s>baau5
土祇	tu2<s>gi4
吐谷渾	tu3<s>njoek5<s>wan4
推行	tui1<s>hiang4
推磨	tui1<s>mu6
退避三舍	tui3<s>bi6<s>slaam1<s>se3
褪去	tui3<s>hyu3
褪毛	tui3<s>maau4
褪色	tui3<s>sik2
齷齪	uk2<s>cuk2
嘩變	waa1<s>bin3
花蛤	waa1<s>gaap2
花冠	waa1<s>gun1
花圈	waa1<s>hyun1
嘩然	waa1<s>jyun4
嘩啦	waa1<s>laa1
嘩啦啦	waa1<s>laa1<s>laa1
花哩胡碌	waa1<s>li1<s>hu4<s>luk3
花哩碌	waa1<s>li1<s>luk3
花哩碌碌	waa1<s>li1<s>luk3<s>luk3
花哩花碌	waa1<s>li1<s>waa1<s>luk3
花碌碌	waa1<s>luk3<s>luk3
花稔	waa1<s>nem1
嘩笑	waa1<s>sliu3
嘩嘩	waa1<s>waa1
嘩嘩地	waa1<s>waa1<s>di6
嘩眾取寵	waa1<s>zoeng3<s>cyu2<s>coeng2
嘩衆取寵	waa1<s>zoeng3<s>cyu2<s>coeng2
化險爲夷	waa3<s>him2<s>wai4<s>ji4
瓦當	waa5<s>daang1
瓦解	waa5<s>gaai2
畫押	waa6<s>aap2
畫一	waa6<s>at2
畫皮	waa6<s>bi4
畫餅充飢	waa6<s>bing2<s>coeng1<s>gi1
畫屏	waa6<s>bing4
畫肖像	waa6<s>ciu3<s>ziang6
畫地而趨	waa6<s>di6<s>ji4<s>cyu1
畫地爲牢	waa6<s>di6<s>wai4<s>laau4
畫棟雕梁	waa6<s>doeng3<s>diu1<s>liang4
畫棟雕樑	waa6<s>doeng3<s>diu1<s>liang4
畫圖	waa6<s>du4
畫舫	waa6<s>fung2
話劇	waa6<s>gik6
畫供	waa6<s>goeng3
畫卷	waa6<s>gyun2
畫虎類狗	waa6<s>hu2<s>lui6<s>gau2
畫虎類犬	waa6<s>hu2<s>lui6<s>hyun2
畫圈	waa6<s>hyun1
畫苑	waa6<s>jyun2
畫廊	waa6<s>laang4
畫龍點睛	waa6<s>loeng4<s>dem2<s>zing1
畫卯	waa6<s>maau5
畫眉	waa6<s>mi4
畫面	waa6<s>min6
畫譜	waa6<s>pu2
華山	waa6<s>saan1
畫山水	waa6<s>saan1<s>sui2
畫蛇添足	waa6<s>se4<s>tim1<s>zoek2
畫知	waa6<s>zi1
畫像	waa6<s>ziang6
歪打正着	waai1<s>daa2<s>zing3<s>ziak6
歪打正著	waai1<s>daa2<s>zing3<s>ziak6
快餐麪	waai3<s>caan1<s>min6
快餐麵	waai3<s>caan1<s>min6
快樂	waai3<s>laak5
外埠	waai6<s>fau6
外強中乾	waai6<s>giang4<s>zoeng1<s>gaan1
外相	waai6<s>sliang3
壞着	waai6<s>ziak6
壞著	waai6<s>ziak6
外傳	waai6<s>zyun6
玩具	waan6<s>gyu6
玩遊戲	waan6<s>jau4<s>hi3
玩遊戲機	waan6<s>jau4<s>hi3<s>gi1
玩意	waan6<s>ji3
幻覺	waan6<s>kiak2
玩弄	waan6<s>loeng6
玩味	waan6<s>mi6
患難	waan6<s>naan6
玩藝	waan6<s>nji6
玩耍	waan6<s>saa2
玩世不恭	waan6<s>si3<s>bat2<s>goeng1
玩笑	waan6<s>sliu3
滑溜	waat6<s>lau6
翬翟	wai1<s>dik6
逶迤	wai1<s>ji4
委蛇	wai2<s>ji4
委靡不振	wai2<s>mi5<s>bat2<s>zan3
慰藉	wai3<s>zik6
違拗	wai4<s>aau3
違背	wai4<s>bui3
爲非作歹	wai4<s>fi1<s>zaak2<s>daai2
爲富不仁	wai4<s>fu3<s>bat2<s>njan4
爲期	wai4<s>gi4
回紇	wai4<s>hat6
回應	wai4<s>ing3
危如累卵	wai4<s>jyu4<s>lui5<s>lun5
爲難	wai4<s>naan4
危難	wai4<s>naan6
爲人	wai4<s>njan4
爲人所害	wai4<s>njan4<s>slo2<s>haai6
爲首	wai4<s>sau2
爲時不久	wai4<s>si4<s>bat2<s>gau2
爲時已晚	wai4<s>si4<s>ji5<s>maan5
爲所欲爲	wai4<s>slo2<s>njoek5<s>wai4
爲數不多	wai4<s>su3<s>bat2<s>do1
爲數有限	wai4<s>su3<s>jau5<s>haan6
爲止	wai4<s>zi2
會計	wai6<s>gi3
爲國捐軀	wai6<s>guk2<s>gyun1<s>kyu1
爲何	wai6<s>ho4
爲虎添翼	wai6<s>hu2<s>tim1<s>jik5
爲虎作倀	wai6<s>hu2<s>zaak2<s>ciang1
爲了	wai6<s>liu5
爲民請命	wai6<s>man4<s>cing2<s>ming6
爲什麼	wai6<s>sap6<s>mo1
衛生間	wai6<s>siang1<s>gaan1
衞生間	wai6<s>siang1<s>gaan1
諱惡	wai6<s>wu3
諱惡不悛	wai6<s>wu3<s>bat2<s>slyun1
暈車	wan1<s>ce1
暈倒	wan1<s>daau2
暈頭轉向	wan1<s>dau4<s>zyun3<s>hiang3
暈厥	wan1<s>kyut2
婚喪	wan1<s>slaang1
暈船	wan1<s>syun4
穩重	wan2<s>zoeng5
瞓大覺	wan3<s>daai6<s>gaau3
瞓覺	wan3<s>gaau3
琿春縣	wan4<s>can1<s>jyun6
筠筒	wan4<s>doeng4
渾身解數	wan4<s>san1<s>haai6<s>su3
筠竹	wan4<s>zoek2
熨法	wan6<s>faat2
暈氣	wan6<s>hi3
運行	wan6<s>hiang4
暈珥	wan6<s>nji5
熨燙	wan6<s>taang3
暈場	wan6<s>ziang4
屈氣	wat2<s>hi3
倔強	wat2<s>kiang2
尉繚	wat2<s>liu4
熨帖	wat2<s>tip2
熨貼	wat2<s>tip2
尉遲	wat2<s>zi4
橫檔	wiang4<s>daang3
橫膈膜	wiang4<s>giak2<s>moek5
棫樸	wik5<s>puk2
嗚咽	wu1<s>jyut2
莞爾	wun5<s>nji5
莞爾一笑	wun5<s>nji5<s>at2<s>sliu3
炸彈	zaa3<s>daan6
詐降	zaa3<s>haang4
查檔	zaa4<s>daang2
茶匙	zaa4<s>zi4
災難	zaai1<s>naan6
宰相	zaai2<s>sliang3
載荷	zaai3<s>ho6
載重	zaai3<s>zoeng5
裁處	zaai4<s>cyu2
才德相稱	zaai4<s>dak2<s>sliang1<s>cing3
裁縫	zaai4<s>foeng4
作惡多端	zaak2<s>aak2<s>do1<s>dun1
作坊	zaak2<s>fung4
作樂	zaak2<s>laak5
作爲	zaak2<s>wai4
臧否	zaang1<s>pi2
莊重	zaang1<s>zoeng5
藏寶	zaang4<s>baau2
藏頭露尾	zaang4<s>dau4<s>lu6<s>mi5
藏鋒	zaang4<s>foeng1
藏經洞	zaang4<s>ging1<s>doeng6
藏匿	zaang4<s>nik5
藏品	zaang4<s>pan2
藏身	zaang4<s>san1
藏屍	zaang4<s>si1
藏私	zaang4<s>sli1
藏書	zaang4<s>syu1
藏污納垢	zaang4<s>wu1<s>naap5<s>gau3
藏之名山	zaang4<s>zi1<s>ming4<s>saan1
藏拙	zaang4<s>zyut2
藏獨	zaang6<s>doek6
藏文	zaang6<s>fan4
藏紅花	zaang6<s>hoeng4<s>waa1
藏語	zaang6<s>jyu5
藏羚羊	zaang6<s>ling4<s>jiang4
藏獒	zaang6<s>ngaau4
藏人	zaang6<s>njan4
僮族	zaang6<s>zoek6
藏族	zaang6<s>zoek6
藏族人	zaang6<s>zoek6<s>njan4
藏傳	zaang6<s>zyun4
藏傳佛教	zaang6<s>zyun4<s>fat6<s>gaau3
雜錯	zaap6<s>co3
雜以流徵	zaap6<s>ji5<s>lau4<s>zi2
紮馬	zaat2<s>maa5
紮馬步	zaat2<s>maa5<s>bu6
遭難	zaau1<s>naan6
早朝	zaau2<s>ziu4
造次	zaau6<s>ci3
造福	zaau6<s>foek2
造訪	zaau6<s>fung2
造謁	zaau6<s>jit2
造謠	zaau6<s>jiu4
造詣	zaau6<s>ngai6
造船	zaau6<s>syun4
造化	zaau6<s>waa3
造化弄人	zaau6<s>waa3<s>loeng6<s>njan4
造就	zaau6<s>zau6
濟南	zai2<s>naam4
濟寧	zai2<s>ning4
濟水	zai2<s>sui2
濟濟	zai2<s>zai2
濟濟一堂	zai2<s>zai2<s>at2<s>daang4
枕戈待旦	zam3<s>gu1<s>daai6<s>daan3
浸泡	zam3<s>paau3
枕石漱流	zam3<s>sik6<s>slu3<s>lau4
沈沒	zam4<s>mut5
真假	zan1<s>gaa2
真行	zan1<s>hiang4
珍玩	zan1<s>waan6
珍藏	zan1<s>zaang4
津津樂道	zan1<s>zan1<s>laak5<s>daau6
振興	zan3<s>hing1
進退兩難	zan3<s>tui3<s>liang5<s>naan4
陳詞濫調	zan4<s>zi4<s>laam6<s>diu6
陣仗	zan6<s>ziang3
曾參	zang1<s>sam1
曾參殺人	zang1<s>sam1<s>saat2<s>njan4
曾孫	zang1<s>slun1
曾孫女	zang1<s>slun1<s>nyu5
曾外祖父	zang1<s>waai6<s>zu2<s>fu6
曾外祖母	zang1<s>waai6<s>zu2<s>mu5
曾子	zang1<s>zi2
曾志偉	zang1<s>zi3<s>wai2
曾祖	zang1<s>zu2
曾祖父	zang1<s>zu2<s>fu6
曾祖父母	zang1<s>zu2<s>fu6<s>mu5
曾祖母	zang1<s>zu2<s>mu5
曾幾何時	zang4<s>gi2<s>ho4<s>si4
曾經	zang4<s>ging1
曾經滄海	zang4<s>ging1<s>caang1<s>haai2
執拗	zap2<s>aau3
執行	zap2<s>hiang4
集合號	zap6<s>haap6<s>haau6
舟車	zau1<s>gyu1
舟車勞頓	zau1<s>gyu1<s>laau4<s>dan3
周易	zau1<s>hik2
酒吧	zau2<s>baa1
酒鐺	zau2<s>ciang1
酒量	zau2<s>liang6
奏樂	zau3<s>laak5
奏疏	zau3<s>su3
讎校	zau4<s>gaau3
綢繆	zau4<s>mau4
藉草而坐	ze3<s>caau2<s>ji4<s>zu5
藉端	ze3<s>dun1
藉故	ze3<s>gu3
藉口	ze3<s>hau2
藉力	ze3<s>lik5
藉勢	ze3<s>si3
藉外力	ze3<s>waai6<s>lik5
藉詞	ze3<s>zi4
藉助	ze3<s>zo6
知覺	zi1<s>kiak2
齜牙咧嘴	zi1<s>njaa4<s>lyut5<s>zui2
知識	zi1<s>sik2
吱吱啁啁	zi1<s>zi1<s>zaau1<s>zaau1
祇不過	zi2<s>bat2<s>gu3
祇此	zi2<s>ci2
祇此一家	zi2<s>ci2<s>at2<s>gaa1
子彈	zi2<s>daan6
祇道	zi2<s>daau6
仔雞	zi2<s>gai1
祇顧	zi2<s>gu3
祇管	zi2<s>gun2
仔肩	zi2<s>gyun1
祇好	zi2<s>haau2
祇係	zi2<s>hi3
祇有	zi2<s>jau5
祇要	zi2<s>jiu3
仔密	zi2<s>mat5
祇怕	zi2<s>paa3
祇是	zi2<s>si6
仔細	zi2<s>slai3
仔孫	zi2<s>slun1
止痛散	zi2<s>toeng3<s>slaan2
仔豬	zi2<s>zyu1
製造	zi3<s>zaau6
遲數	zi4<s>suk2
自稱	zi6<s>cing1
寺觀	zi6<s>gun3
謝夜	zi6<s>jaa6
自覺	zi6<s>kiak2
字裏行間	zi6<s>li5<s>haang4<s>gaan1
自力更生	zi6<s>lik5<s>gang1<s>siang1
治喪	zi6<s>slaang1
自省	zi6<s>sling2
自傳	zi6<s>zyun6
著鞋	ziak2<s>haai4
着褲	ziak2<s>hu3
著褲	ziak2<s>hu3
着衣	ziak2<s>ji1
著衣	ziak2<s>ji1
摘要	ziak2<s>jiu3
着褸	ziak2<s>lau1
著褸	ziak2<s>lau1
着龍袍	ziak2<s>loeng4<s>baau4
著龍袍	ziak2<s>loeng4<s>baau4
責難	ziak2<s>naan6
著衫	ziak2<s>saam1
着題	ziak6<s>dai4
著題	ziak6<s>dai4
着燈	ziak6<s>dang1
著燈	ziak6<s>dang1
着急	ziak6<s>gap2
著急	ziak6<s>gap2
着火	ziak6<s>hu2
著火	ziak6<s>hu2
着慌	ziak6<s>hung1
著慌	ziak6<s>hung1
着意	ziak6<s>ji3
著意	ziak6<s>ji3
着落	ziak6<s>laak5
著落	ziak6<s>laak5
着涼	ziak6<s>liang4
著涼	ziak6<s>liang4
着力	ziak6<s>lik5
著力	ziak6<s>lik5
着陸	ziak6<s>loek5
著陸	ziak6<s>loek5
着迷	ziak6<s>mai4
著迷	ziak6<s>mai4
着魔	ziak6<s>mo1
著魔	ziak6<s>mo1
着眼	ziak6<s>njaan5
著眼	ziak6<s>njaan5
着人前來	ziak6<s>njan4<s>zin4<s>laai4
著人前來	ziak6<s>njan4<s>zin4<s>laai4
着人前往	ziak6<s>njan4<s>zin4<s>ung5
著人前往	ziak6<s>njan4<s>zin4<s>ung5
着實	ziak6<s>sat6
著實	ziak6<s>sat6
着手	ziak6<s>sau2
著手	ziak6<s>sau2
着手成春	ziak6<s>sau2<s>sing4<s>can1
著手成春	ziak6<s>sau2<s>sing4<s>can1
着色	ziak6<s>sik2
著色	ziak6<s>sik2
着想	ziak6<s>sliang2
著想	ziak6<s>sliang2
着即辦理	ziak6<s>zik2<s>baan6<s>li5
著即辦理	ziak6<s>zik2<s>baan6<s>li5
着即施行	ziak6<s>zik2<s>si1<s>hiang4
著即施行	ziak6<s>zik2<s>si1<s>hiang4
着重	ziak6<s>zoeng5
著重	ziak6<s>zoeng5
將次	ziang1<s>ci3
將錯就錯	ziang1<s>co3<s>zau6<s>co3
將近	ziang1<s>gan5
將計就計	ziang1<s>gi3<s>zau6<s>gi3
將功補過	ziang1<s>goeng1<s>bu2<s>gu3
將功贖罪	ziang1<s>goeng1<s>soek6<s>zui6
將軍	ziang1<s>gwan1
將養	ziang1<s>jiang5
將要	ziang1<s>jiu3
將來	ziang1<s>laai4
樟木籠	ziang1<s>moek5<s>loeng5
將信將疑	ziang1<s>slan3<s>ziang1<s>ni4
將息	ziang1<s>slik2
將就	ziang1<s>zau6
長一智	ziang2<s>at2<s>zi3
長輩	ziang2<s>bui3
長大	ziang2<s>daai6
長高	ziang2<s>gaau1
長見識	ziang2<s>gin3<s>sik2
長官	ziang2<s>gun1
長雄	ziang2<s>hoeng4
長幼	ziang2<s>jau3
長老	ziang2<s>laau5
長滿	ziang2<s>mun5
長銹	ziang2<s>slau3
長相	ziang2<s>sliang3
長孫	ziang2<s>slun1
長進	ziang2<s>zan3
長者	ziang2<s>ze2
長知識	ziang2<s>zi1<s>sik2
長子	ziang2<s>zi2
將領	ziang3<s>ling5
醬料	ziang3<s>liu6
將士	ziang3<s>sai6
將帥	ziang3<s>sui3
將才	ziang3<s>zaai4
長春	ziang4<s>can1
長途	ziang4<s>du4
長度	ziang4<s>du6
長短	ziang4<s>dun2
長風破浪	ziang4<s>foeng1<s>pu3<s>laang6
長俸	ziang4<s>foeng6
長久	ziang4<s>gau2
長崎	ziang4<s>gi4
長歌當哭	ziang4<s>go1<s>daang3<s>hoek2
長距離	ziang4<s>gyu5<s>li4
長河	ziang4<s>ho4
長空	ziang4<s>hoeng1
長夜	ziang4<s>jaa6
長於	ziang4<s>jyu1
長遠	ziang4<s>jyun5
長龍	ziang4<s>loeng4
長眠	ziang4<s>min4
長命	ziang4<s>ming6
長年	ziang4<s>nin4
長篇	ziang4<s>pin1
長生	ziang4<s>siang1
長繩繫日	ziang4<s>sing4<s>hi3<s>njat5
長舌	ziang4<s>sit6
長相思	ziang4<s>sliang1<s>sli1
長天	ziang4<s>tin1
長治久安	ziang4<s>zi6<s>gau2<s>aan1
長征	ziang4<s>zing1
仗恃	ziang6<s>ci5
仗劍而立	ziang6<s>gim3<s>ji4<s>lap5
丈量	ziang6<s>liang4
仗義疏財	ziang6<s>nji6<s>su1<s>zaai4
仗義執言	ziang6<s>nji6<s>zap2<s>njyun4
仗勢欺人	ziang6<s>si3<s>hi1<s>njan4
象徵	ziang6<s>zing1
即便	zik2<s>bin6
脊背	zik2<s>bui3
陟罰臧否	zik2<s>faat6<s>zaang1<s>pi2
積分	zik2<s>fan1
積潦	zik2<s>laau5
積累	zik2<s>lui5
值更	zik6<s>giang1
直覺	zik6<s>kiak2
直溜下坡	zik6<s>liu1<s>jaa6<s>po1
直率	zik6<s>slat2
藉藉	zik6<s>zik6
占米	zim1<s>mai5
輾轉	zin2<s>zyun2
輾轉反側	zin2<s>zyun2<s>faan2<s>zak2
戰略重地	zin3<s>liak5<s>zoeng5<s>di6
戰勝	zin3<s>sing3
徵兵	zing1<s>bing1
徵文	zing1<s>fan4
徵求	zing1<s>gau4
徵見	zing1<s>gin3
徵候	zing1<s>hau6
徵引	zing1<s>jan5
徵購	zing1<s>kau3
徵募	zing1<s>mu6
正月	zing1<s>njyut5
徵聘	zing1<s>ping3
徵收	zing1<s>sau1
徵信	zing1<s>slan3
徵詢	zing1<s>slan4
徵集	zing1<s>zap6
徵象	zing1<s>ziang6
徵兆	zing1<s>ziu6
徵召	zing1<s>ziu6
