A股	A<s>gu2
表弟	biu2<s>dai6
表哥	biu2<s>go1
表妹	biu2<s>mui2
表嫂	biu2<s>slu2
表姐	biu2<s>ze2
菠菜	bo1<s>coi3
波鞋	bo1<s>haai4
般若	bo1<s>je5
玻璃	bo1<s>li1
玻璃杯	bo1<s>li1<s>bui1
玻璃生	bo1<s>li1<s>saang1
玻璃盅	bo1<s>li1<s>zung1
菠蘿	bo1<s>lo4
菠蘿蓋	bo1<s>lo4<s>goi3
波斯貓	bo1<s>si1<s>meu1
簸箕	bo3<s>gi1
薄荷	bo6<s>ho4
嚗佬	bok1<s>lu2
餺鐺	bok3<s>caang1
搏抵	bok3<s>dai2
搏爛	bok3<s>laan6
㬍籮	bok3<s>lo4
搏亂	bok3<s>lyun6
博聞強識	bok3<s>man4<s>koeng4<s>zi3
搏命	bok3<s>meng6
搏懵	bok3<s>mung2
駁難	bok3<s>naan6
駁船	bok3<s>syun4
膊頭	bok3<s>tau4
薄笠	bok6<s>lap1
薄笠褲	bok6<s>lap1<s>fu3
薄律出	bok6<s>let1<s>cet1
薄鰱魚	bok6<s>lin4<s>jyu4
薄膜	bok6<s>mok6
薄雲	bok6<s>wan4
幫襯	bong1<s>can3
𠳐啷	bong1<s>long1
膀臂	bong2<s>bi3
膀大腰圓	bong2<s>daai6<s>jiu1<s>jyun4
綁起身	bong2<s>hi2<s>san1
膀爺	bong2<s>je4
綁腿	bong2<s>tui2
綁住	bong2<s>zyu6
磅秤	bong6<s>cing3
磅稱	bong6<s>cing3
傍大款	bong6<s>daai6<s>fun2
傍人籬壁	bong6<s>jan4<s>li4<s>bik1
傍人門戶	bong6<s>jan4<s>mun4<s>wu6
磅水	bong6<s>sui2
煲底	bu1<s>dai2
煲到飛	bu1<s>du3<s>fi1
煲䐁	bu1<s>duk1
煲蓋	bu1<s>goi3
煲藥	bu1<s>joek6
煲湯	bu1<s>tong1
煲仔	bu1<s>zai2
煲崽	bu1<s>zai2
煲粥	bu1<s>zuk1
補錢	bu2<s>cin4
補褲	bu2<s>fu3
寶蓋頭	bu2<s>goi3<s>tau4
寶卦	bu2<s>gwaa3
保險鎖	bu2<s>him2<s>slo2
寶號	bu2<s>hu6
保育院	bu2<s>juk1<s>jyun2
保姆	bu2<s>mu5
補𤶸	bu2<s>naa1
補衫	bu2<s>saam1
保釋	bu2<s>slik1
補鑊佬	bu2<s>wok6<s>lu2
寶藏	bu2<s>zong6
布店	bu3<s>dim3
報更	bu3<s>gaang1
佈告	bu3<s>gu3
布鞋	bu3<s>haai4
報考	bu3<s>haau2
報料	bu3<s>liu2
報名	bu3<s>meng4
布紐	bu3<s>nau2
報喪	bu3<s>slong1
布遮	bu3<s>ze1
布政使	bu3<s>zing3<s>sai2
菢蛋	bu6<s>daan6
菢竇	bu6<s>dau3
暴發戶	bu6<s>faat3<s>wu6
部分	bu6<s>fan6
菢雞仔	bu6<s>gai1<s>zai2
菢雞崽	bu6<s>gai1<s>zai2
步行	bu6<s>haang4
暴行	bu6<s>hang4
埠口	bu6<s>hau2
暴雨	bu6<s>jyu5
埠頭	bu6<s>tau4
部長	bu6<s>zoeng2
杯弓蛇影	bui1<s>gung1<s>se4<s>jing2
背德	bui3<s>dak1
背道而馳	bui3<s>du6<s>ji4<s>ci4
輩分	bui3<s>fan6
背景	bui3<s>ging2
背過臉去	bui3<s>go3<s>lim2<s>hyu3
背黑鍋	bui3<s>hak1<s>go1
背後	bui3<s>hau6
背起	bui3<s>hi2
背棄	bui3<s>hi3
背影	bui3<s>jing2
背約	bui3<s>joek3
背靠	bui3<s>kaau3
背離	bui3<s>li4
背面	bui3<s>min6
背叛	bui3<s>pun3
背山面海	bui3<s>saan1<s>min6<s>hoi2
背城借一	bui3<s>sing4<s>ze3<s>jat1
背心	bui3<s>slam1
背小孩	bui3<s>sliu2<s>haai4
背水一戰	bui3<s>sui2<s>jat1<s>zin3
背債	bui3<s>zaai3
背脊	bui3<s>zek3
背脊骨	bui3<s>zek3<s>gwat1
背井離鄉	bui3<s>zeng2<s>li4<s>hoeng1
背着	bui3<s>zoek6
背着手	bui3<s>zoek6<s>sau2
背住手	bui3<s>zyu6<s>sau2
背風	bui6<s>fung1
背街小巷	bui6<s>gaai1<s>sliu2<s>hong2
背古詩	bui6<s>gu2<s>si1
背陰	bui6<s>jam1
背時	bui6<s>si4,bai3<s>si4
背書	bui6<s>syu1
背運	bui6<s>wan6
背靜	bui6<s>zing6
背誦	bui6<s>zung6
本錢	bun2<s>cin4
本地人	bun2<s>di6<s>jan4
本地黃瓜	bun2<s>di6<s>wong4<s>gwaa1
本分	bun2<s>fan6
本埠	bun2<s>fau6
本家	bun2<s>gaa1
本性難移	bun2<s>sling3<s>naan4<s>ji4
半邊手	bun3<s>ben1<s>sau2
半邊不遂	bun3<s>bin1<s>bat1<s>sui6
半日	bun3<s>jat6
半掕掯	bun3<s>lang3<s>kang3
半硠砊	bun3<s>lang3<s>kang3
半兩	bun3<s>loeng2
半晚	bun3<s>maan5
半晚三更	bun3<s>maan5<s>slaam1<s>gaang1
半山腰	bun3<s>saan1<s>jiu1
半身不遂	bun3<s>san1<s>bat1<s>sui6
半託	bun3<s>tok
半桶水	bun3<s>tung2<s>sui2
半隻	bun3<s>zek3
伴郎	bun6<s>long4
伴娘	bun6<s>noeng4
差不多	caa1<s>bat1<s>do1
差別	caa1<s>bit6
差池	caa1<s>ci4
差錯	caa1<s>co3
差舛	caa1<s>cyun2
差得多	caa1<s>dak1<s>do1
差得遠	caa1<s>dak1<s>jyun5
差啲	caa1<s>di1
差點	caa1<s>dim2
差點兒	caa1<s>dim2<s>ji4
差火	caa1<s>fo2
差價	caa1<s>gaa3
差勁	caa1<s>ging3
差可	caa1<s>ho2
差異	caa1<s>ji6
叉腰	caa1<s>jiu1
差強人意	caa1<s>koeng4<s>jan4<s>ji3
差距	caa1<s>kyu5
差唔多	caa1<s>m4<s>do1
差冇多	caa1<s>mu5<s>do1
差額	caa1<s>ngak6
差失	caa1<s>sat1
叉燒	caa1<s>siu1
差三錯四	caa1<s>slaam1<s>co3<s>sli3
差數	caa1<s>su3
差忒	caa1<s>tak1
差互	caa1<s>wu6
差之毫釐	caa1<s>zi1<s>hu4<s>li4
茶杯	caa4<s>bui1
茶匙	caa4<s>ci4
查檔	caa4<s>dong2
茶几	caa4<s>gi1
茶油	caa4<s>jau4
茶葉	caa4<s>jip6
茶葉鋪	caa4<s>jip6<s>pu3
搽藥	caa4<s>joek6
搽藥膏	caa4<s>joek6<s>gu1
茶樓	caa4<s>lau4
茶托	caa4<s>tok3
茶筒	caa4<s>tung4
茶壺	caa4<s>wu4
茶滓	caa4<s>zai2
茶滓餅	caa4<s>zai2<s>beng2
茶盅	caa4<s>zung1
七十一	caa5<s>aa6<s>jat1
差撥	caai1<s>but6
猜度	caai1<s>dok6
差夫	caai1<s>fu1
差遣	caai1<s>hin2
差人	caai1<s>jan4
差役	caai1<s>jik6
差佬	caai1<s>lu2
猜碼	caai1<s>maa5
猜謎語	caai1<s>mi4<s>jyu5
搋麪	caai1<s>min6
搋麪粉	caai1<s>min6<s>fan2
差使	caai1<s>sai2
猜着	caai1<s>zoek6
猜著	caai1<s>zoek6
踩腳褲	caai2<s>goek3<s>fu3
踩高腳	caai2<s>gu1<s>goek3
柴刀	caai4<s>du1
柴堆	caai4<s>dui1
柴花	caai4<s>faa1
柴魚	caai4<s>jyu4
柵欄	caak3<s>laan4
拆賣	caak3<s>maai6
柵門	caak3<s>mun4
參校	caam1<s>gaau3
參觀	caam1<s>gun1
參禪	caam1<s>sim4
杉竻	caam3<s>lak6
杉簕	caam3<s>lak6
杉木	caam3<s>muk6
杉木皮	caam3<s>muk6<s>pi4
蠶蟲	caam4<s>cung4
蠶蛋	caam4<s>daan6
蠶蛹	caam4<s>jung5
蠶屎	caam4<s>si2
餐廳	caan1<s>teng1
餐檯	caan1<s>toi4
產量	caan2<s>loeng6
剷鑿	caan2<s>zok6
孱頭	caan3<s>tau4
蠶豆	caan4<s>dau6
撐篙	caang1<s>gu1
撐柺棍	caang1<s>gwaai2<s>gwan3
撐腰	caang1<s>jiu1
撐旗	caang1<s>ki4
撐蚊帳	caang1<s>man1<s>zoeng3
撐船	caang1<s>syun4
撐遮	caang1<s>ze1
刷把	caat3<s>baa2
擦把	caat3<s>baa2
擦開	caat3<s>hoi1
刷牙	caat3<s>ngaa4
炒魷魚	caau2<s>jau4<s>jyu4
砌起身	cai3<s>hi2<s>san1
砌磚	cai3<s>zyun1
齊齊	cai4<s>cai4
齊棋	cai4<s>ki4
齊整	cai4<s>zing2
測度	cak1<s>dok6
測量	cak1<s>loeng4
廁足	cak1<s>zuk1
賊竇	cak6<s>dau3
賊佬	cak6<s>lu2
賊仔	cak6<s>zai2
賊崽	cak6<s>zai2
參錯	cam1<s>co3
侵蝕	cam1<s>sik6
謲氣	cam3<s>hi3
尋親戚	cam4<s>can1<s>cik1
尋晚	cam4<s>maan5
尋日	cam4<s>mat6
沈沒	cam4<s>mut6
沉水	cam4<s>sui2
沉贅	cam4<s>zui3
沉醉	cam4<s>zui3
親戚	can1<s>cik1
親切	can1<s>cit3
親貴	can1<s>gwai3
親友	can1<s>jau5
抻腰	can1<s>jiu1
抻懶腰	can1<s>laan5<s>jiu1
親密無間	can1<s>mat6<s>mu4<s>gaan3
親暱	can1<s>nik6
親生	can1<s>saang1
抻手	can1<s>sau2
抻手指	can1<s>sau2<s>zi2
親善	can1<s>sin6
春筍	can1<s>slan2
親痛仇快	can1<s>tung3<s>cau4<s>faai3
親族	can1<s>zuk6
蠢材	can2<s>coi4
診斷	can2<s>dyun3
親家	can3<s>gaa1
親家公	can3<s>gaa1<s>gung1
親家爺	can3<s>gaa1<s>je1
親家郎	can3<s>gaa1<s>long4
親家老爺	can3<s>gaa1<s>lu5<s>je4
親家母	can3<s>gaa1<s>mu5
親家奶奶	can3<s>gaa1<s>naai4<s>naai2
親家奶	can3<s>gaa1<s>naai5
趁興	can3<s>hing3
趁墟	can3<s>hyu1
襯裙	can3<s>kwan4
襯衫	can3<s>saam1
趁早	can3<s>zu2
陳醋	can4<s>cu3
陳皮	can4<s>pi4
陳酒	can4<s>zau2
蹭蹬	cang3<s>dang6,ang3<s>nang6
曾幾何時	cang4<s>gi2<s>ho4<s>si4
曾經	cang4<s>ging1
曾經滄海	cang4<s>ging1<s>cong1<s>hoi2
緝麻	cap1<s>maa4
七十七	cat1<s>aa6<s>cat1
七七	cat1<s>cat1
七七八八	cat1<s>cat1<s>bet3<s>bet3
七長八短	cat1<s>coeng4<s>bet3<s>dyun2
七醋	cat1<s>cu3
七曹曹	cat1<s>cu4<s>cu2
七寸	cat1<s>cyun3
七馱	cat1<s>do6
七分之	cat1<s>fan6<s>zi1
七下	cat1<s>haa5
七一	cat1<s>jat1
七月七	cat1<s>jyut6<s>cat1
七月十四	cat1<s>jyut6<s>sap6<s>sli3
七月節	cat1<s>jyut6<s>zit3
七擒七縱	cat1<s>kam4<s>cat1<s>zung6
七巧	cat1<s>kiu2
七巧來	cat1<s>kiu2<s>lai4
七零八落	cat1<s>ling4<s>bet3<s>lok6
七兩	cat1<s>loeng2
七米	cat1<s>mai1
七十	cat1<s>sap6
七手八腳	cat1<s>sau2<s>bet3<s>goek3
七屍八列	cat1<s>si1<s>bet3<s>let6
七上八落	cat1<s>soeng5<s>bet3<s>lok6
漆樹	cat1<s>syu6
七姐	cat1<s>ze2
七姐水	cat1<s>ze2<s>sui2
七姐節	cat1<s>ze2<s>zit3
七嘴八舌	cat1<s>zui2<s>bet3<s>sit6
抽調	cau1<s>diu6
秋分	cau1<s>fan1
抽褲	cau1<s>fu3
抽筋	cau1<s>gan1
秋潦	cau1<s>lu5
秋收	cau1<s>sau1
秋收冬藏	cau1<s>sau1<s>dung1<s>cong4
秋天	cau1<s>tin1
抽痛	cau1<s>tung3
丑角	cau2<s>gok3
醜怪	cau2<s>gwaai3
醜惡	cau2<s>ok3
醜相	cau2<s>sloeng3
臭青	cau3<s>ceng1
臭豆腐	cau3<s>dau6<s>fu6
臭花根	cau3<s>faa1<s>gan1
臭火煙	cau3<s>fo2<s>jin1
臭膱	cau3<s>jek3
湊埋	cau3<s>maai4
湊我	cau3<s>ngo5
臭燶	cau3<s>nung1
臭胮胮	cau3<s>paang1<s>paang1
臭屁蟲	cau3<s>pi3<s>cung4
湊仔	cau3<s>zai2
湊崽	cau3<s>zai2
湊仔乸	cau3<s>zai2<s>naa2
湊崽乸	cau3<s>zai2<s>naa2
湊仔婆	cau3<s>zai2<s>po4
湊崽婆	cau3<s>zai2<s>po4
臭珠	cau3<s>zyu1
囚車	cau4<s>ce1
讎校	cau4<s>gaau3
仇口	cau4<s>hau2
綢繆	cau4<s>mau4
椆木	cau4<s>muk6
椆樹	cau4<s>syu6
車車轉	ce1<s>ce1<s>zyun3
車前草	ce1<s>cin4<s>cu2
車前面	ce1<s>cin4<s>min2
車前頭	ce1<s>cin4<s>tau4
車大炮	ce1<s>daai6<s>peu3
車騎	ce1<s>gi6
車腳	ce1<s>goek3
車穀	ce1<s>guk1
車後尾	ce1<s>hau6<s>mi5
車開吪吪	ce1<s>hoi1<s>faa4<s>faa4
車行	ce1<s>hong4
車卡	ce1<s>kaa1
車輪	ce1<s>lan4
唓咧	ce1<s>le1
車鈴	ce1<s>ling1
車螺	ce1<s>lo4
車佬	ce1<s>lu2
車碌	ce1<s>luk1
車轆	ce1<s>luk1
車尾	ce1<s>mi5
車外底	ce1<s>ngoi6<s>dai2
車篷	ce1<s>pung4
車衫	ce1<s>saam1
車手	ce1<s>sau2
車司	ce1<s>si1
車匙	ce1<s>si4
車線	ce1<s>slin3
車箱	ce1<s>sloeng1
車上高	ce1<s>soeng6<s>gu1
車站	ce1<s>zaam6
車仔	ce1<s>zai2
車崽	ce1<s>zai2
車針	ce1<s>zam1
車箭	ce1<s>zin3
車載斗量	ce1<s>zoi3<s>dau2<s>loeng4
車軸	ce1<s>zuk6
扯鼻鼾	ce2<s>bi6<s>hon6
扯風箱	ce2<s>fung1<s>sloeng1
扯是非	ce2<s>si6<s>fi1
扯痛	ce2<s>tung3
笡坽	ce3<s>ling3
邪不勝正	ce4<s>bat1<s>sing3<s>zing3
斜牚	ce4<s>caang3
邪惡	ce4<s>ok3
刺骨	cek3<s>gwat1
剷草皮	cen2<s>cu2<s>pi4
鏟墳	cen2<s>fan4
青啤啤	ceng1<s>bi1<s>bi1
青菜	ceng1<s>coi3
青瓜仔	ceng1<s>gwaa1<s>zai2
青瓜崽	ceng1<s>gwaa1<s>zai2
清硞硞	ceng1<s>kwak1<s>kwak1
青瓦	ceng1<s>ngaa5
青嗷嗷	ceng1<s>ngaau3<s>ngaau3
清水	ceng1<s>sui2
青磚	ceng1<s>zyun1
插口	cep3<s>hau2
插秧	cep3<s>joeng1
插田	cep3<s>tin4
插嘴	cep3<s>zui2
抄正	ceu1<s>zing3
炒菜	ceu2<s>coi3
吵腏耳	ceu2<s>cot6<s>ji5
炒蛋	ceu2<s>daan6
炒粉	ceu2<s>fan2
炒更	ceu2<s>gaang1,caau2<s>gaang1
吵耳朵	ceu2<s>ji5<s>do2
炒藕	ceu2<s>ngau5
炒滑蛋	ceu2<s>wet6<s>daan6
癡癡戇戇	ci1<s>ci1<s>ngang1<s>ngang1
癡䛍	ci1<s>fai3
癡佬	ci1<s>lu2
癡戇戇	ci1<s>ngang1<s>ngang1
癡婆	ci1<s>po4
癡頭婆	ci1<s>tau4<s>bo4
黐頭婆	ci1<s>tau4<s>bo4
癡仔	ci1<s>zai2
癡崽	ci1<s>zai2
始料不及	ci2<s>liu6<s>bat1<s>gap6
侈靡	ci2<s>mi4
赤腳	ci3<s>goek3
廁所	ci3<s>slo2
刺蝟	ci3<s>wai3
餈粑	ci4<s>baa1
餈粑䊦	ci4<s>baa1<s>et3
匙羹白	ci4<s>gang1<s>baak6
飼料雞	ci4<s>liu2<s>gai1
遲數	ci4<s>sok3
遲早	ci4<s>zu2
叱吒	cik1<s>caak1
赤下身	cik1<s>haa6<s>san1
赤身	cik1<s>san1
簽約	cim1<s>joek3
遷就	cim1<s>zau6
撏眼眉	cim4<s>ngen5<s>mi4
千把人	cin1<s>baa2<s>jan4
千變萬化	cin1<s>bin3<s>maan6<s>faa3
千差萬別	cin1<s>caa1<s>maan6<s>bit6
千重浪	cin1<s>cung4<s>long6
千叮萬叮	cin1<s>ding1<s>maan6<s>ding1
千馱	cin1<s>do6
千分之	cin1<s>fan6<s>zi1
千家萬戶	cin1<s>gaa1<s>maan6<s>wu6
千九	cin1<s>gau2
千九個	cin1<s>gau2<s>go3
千交帶萬交帶	cin1<s>geu1<s>daai3<s>maan6<s>geu1<s>daai3
千幾	cin1<s>gi2
千幾人	cin1<s>gi2<s>jan4
千軍萬馬	cin1<s>gwan1<s>maan6<s>maa5
千下	cin1<s>haa5
千一	cin1<s>jat1
千一個	cin1<s>jat1<s>go3
千言萬語	cin1<s>jin4<s>maan6<s>jyu5
千祈	cin1<s>ki4
千祈冇	cin1<s>ki4<s>mu5
千零	cin1<s>leng4
千零個	cin1<s>leng4<s>go3
千零人	cin1<s>leng4<s>jan4
千里鏡	cin1<s>li5<s>geng3
千里香	cin1<s>li5<s>hoeng1
千里之行	cin1<s>li5<s>zi1<s>hang4
千零二十	cin1<s>ling4<s>ji6<s>sap6
千兩	cin1<s>loeng2
千米	cin1<s>mai1
千乘	cin1<s>sing6
千乘之國	cin1<s>sing6<s>zi1<s>gok3
千真萬確	cin1<s>zan1<s>maan6<s>kok3
千字文	cin1<s>zi6<s>man4
千載難逢	cin1<s>zoi2<s>naan4<s>fung4
淺癟癟	cin2<s>bet6<s>bet6
淺灰	cin2<s>fui1
淺紅	cin2<s>hung4
淺藍	cin2<s>laam4
淺綠	cin2<s>luk6
淺𦛠𦛠	cin2<s>net1<s>net1
淺噼列	cin2<s>pet6<s>let6
淺黃	cin2<s>wong4
錢包	cin4<s>beu1
前槌包剪䂿	cin4<s>cui4<s>baau1<s>zin2<s>dap6
前突金，後突銀	cin4<s>dok1<s>gam1，hau6<s>dok1<s>ngan4
前胛	cin4<s>gaap3
前幾日	cin4<s>gi2<s>jat6
前幾年	cin4<s>gi2<s>nin4
前個月	cin4<s>go3<s>jyut6
前腳	cin4<s>goek3
前日	cin4<s>jat6
前面	cin4<s>min2
前年	cin4<s>nin4
前世冇修	cin4<s>sai3<s>mu5<s>slau1
前頭	cin4<s>tau4
前隻月	cin4<s>zek3<s>jyut6
清吧	cing1<s>baa1
稱霸	cing1<s>baa3
稱病	cing1<s>beng6
稱兵	cing1<s>bing1
清朝	cing1<s>ciu4
稱道	cing1<s>du6
稱快	cing1<s>faai3
稱分量	cing1<s>fan6<s>loeng6
清火	cing1<s>fo2
稱呼	cing1<s>fu1
青筋	cing1<s>gan1
稱孤道寡	cing1<s>gu1<s>du6<s>gwaa2
清官	cing1<s>gun1
青蟹	cing1<s>haai5
青口螺	cing1<s>hau2<s>lo4
稱兄道弟	cing1<s>hing1<s>du6<s>dai6
稱號	cing1<s>hu6
稱雄	cing1<s>hung4
稱許	cing1<s>hyu2
稱一稱	cing1<s>jat1<s>cing1
青衣	cing1<s>ji1
稱揚	cing1<s>joeng4
稱譽	cing1<s>jyu6
稱奇	cing1<s>ki4
清明	cing1<s>ming4
稱羨	cing1<s>slin3
稱觴	cing1<s>soeng1
稱觴祝壽	cing1<s>soeng1<s>zuk1<s>sau6
稱賞	cing1<s>soeng2
稱說	cing1<s>syut3
稱歎	cing1<s>taan3
清天老爺	cing1<s>tin1<s>lu5<s>je4
清湯	cing1<s>tong1
清湯寡水	cing1<s>tong1<s>gwaa2<s>sui2
青蛙	cing1<s>waa1
稱謂	cing1<s>wai6
青黃不接	cing1<s>wong4<s>bat1<s>zip3
稱讚	cing1<s>zaan3
清蒸	cing1<s>zing1
青竹魚	cing1<s>zuk1<s>jyu4
稱誦	cing1<s>zung6
稱頌	cing1<s>zung6
請客	cing2<s>haak3
請飲	cing2<s>jam2
請帖	cing2<s>tip3
請酒	cing2<s>zau2
秤桿	cing3<s>gon2
稱意	cing3<s>ji3
秤鈎	cing3<s>ngau1
秤鉤	cing3<s>ngau1
稱鈎	cing3<s>ngau1
稱鉤	cing3<s>ngau1
秤腦	cing3<s>nu5
稱身	cing3<s>san1
稱心	cing3<s>slam1
稱心如意	cing3<s>slam1<s>jyu4<s>ji3
秤星	cing3<s>sling1
稱體裁衣	cing3<s>tai2<s>coi4<s>ji1
秤砣	cing3<s>to4
稱砣	cing3<s>to4
稱職	cing3<s>zik1
埕埕塔塔	cing4<s>cing4<s>taap3<s>taap3
情調	cing4<s>diu6
情分	cing4<s>fan6
情願	cing4<s>jyun2
情深誼重	cing4<s>sam1<s>ni4<s>cung5
成數	cing4<s>su3
晴天	cing4<s>tin1
切菜	cit3<s>coi3
切粉	cit3<s>fan2
切麪	cit3<s>min6
撤職	cit3<s>zik1
朝拜	ciu4<s>baai3
朝前	ciu4<s>cin4
朝頂	ciu4<s>ding2
朝代	ciu4<s>doi6
朝覲	ciu4<s>gan6
朝綱	ciu4<s>gong1
朝貢	ciu4<s>gung3
朝野	ciu4<s>je5
朝陽廣場	ciu4<s>joeng4<s>gong2<s>coeng4
朝陽區	ciu4<s>joeng4<s>kyu1
朝南	ciu4<s>naam4
朝山	ciu4<s>saan1
朝聖	ciu4<s>sing3
朝鮮	ciu4<s>slin2
朝天	ciu4<s>tin1
朝廷	ciu4<s>ting4
朝政	ciu4<s>zing3
搓板	co1<s>baan2
初八	co1<s>bet3
初七水	co1<s>cat1<s>sui2
初一	co1<s>jat1
初二	co1<s>ji6
初六	co1<s>luk6
搓衫板	co1<s>saam1<s>baan2
初十	co1<s>sap6
初三	co1<s>slaam1
錯彩鏤金	co3<s>coi2<s>lau6<s>gam1
錯刀	co3<s>du1
錯落	co3<s>lok6
錯落有致	co3<s>lok6<s>jau5<s>zi3
錯亂	co3<s>lyun6
錯謬	co3<s>mau6
錯誤	co3<s>ng6
錯雜	co3<s>zaap6
錯枕	co3<s>zam2
錯綜	co3<s>zung1
錯綜複雜	co3<s>zung1<s>fuk1<s>zaap6
鋤草	co4<s>cu2
鋤大地	co4<s>daai6<s>di6
鋤地	co4<s>di6
鋤頭	co4<s>tau4
坐北朝南	co5<s>bak1<s>ciu4<s>naam4
坐車	co5<s>ce1
坐出	co5<s>cyut1
坐單車	co5<s>daan1<s>ce1
坐定定	co5<s>ding6<s>ding6
坐飛機	co5<s>fi1<s>gi1
坐監	co5<s>gaam1
坐騎	co5<s>gi6
坐夜	co5<s>je6
坐月	co5<s>jyut6
坐落	co5<s>lok6
坐埋來	co5<s>maai4<s>lai4
坐埋臺	co5<s>maai4<s>toi4
坐乜	co5<s>me2
坐跋躠	co5<s>paat6<s>slaat6
坐順風車	co5<s>san6<s>fung1<s>ce1
坐禪	co5<s>sim4
坐上	co5<s>soeng5
坐船	co5<s>syun4
坐船底	co5<s>syun4<s>dai2
雀竇	coek3<s>dau3
雀毛	coek3<s>mu4
雀梅	coek3<s>mui4
雀仔	coek3<s>zai2
雀崽	coek3<s>zai2
槍斃	coeng1<s>bi6
窗柵	coeng1<s>caak3
倀倀	coeng1<s>coeng1
槍彈	coeng1<s>daan6
窗檔	coeng1<s>dong3
倡導	coeng1<s>du6
倀鬼	coeng1<s>gwai2
倡優	coeng1<s>jau1
倡議	coeng1<s>ji5
嗆咳	coeng1<s>kat1
將進酒	coeng1<s>zan3<s>zau2
嗆着	coeng1<s>zoek6
搶青	coeng2<s>cing1
搶生意	coeng2<s>saang1<s>ji3
搶手	coeng2<s>sau2
搶頭芽	coeng2<s>tau4<s>ngaa4
熗菜	coeng3<s>coi3
唱歌	coeng3<s>go1
唱戲佬	coeng3<s>hi3<s>lu2
暢開張銀紙	coeng3<s>hoi1<s>zoeng1<s>ngan4<s>zi2
嗆人	coeng3<s>jan4
長處	coeng4<s>cyu3
長凳	coeng4<s>dang3
牆斗	coeng4<s>dau2
牆啲	coeng4<s>di1
長度	coeng4<s>du6
長短	coeng4<s>dyun2
長褲	coeng4<s>fu3
長風破浪	coeng4<s>fung1<s>po3<s>long6
長俸	coeng4<s>fung2
長久	coeng4<s>gau2
長歌當哭	coeng4<s>go1<s>dong3<s>huk1
長工	coeng4<s>gung1
長氣	coeng4<s>hi3
長河	coeng4<s>ho4
長空	coeng4<s>hung1
長夜	coeng4<s>je6
長腰拐	coeng4<s>jiu1<s>gwaai2
長於	coeng4<s>jyu1
長遠	coeng4<s>jyun5
長崎	coeng4<s>ki4
長裙	coeng4<s>kwan4
長距離	coeng4<s>kyu5<s>li4
長褸	coeng4<s>lau1
長龍	coeng4<s>lung4
長命	coeng4<s>meng6
長命鎖	coeng4<s>meng6<s>slo2
薔薇	coeng4<s>mi4
長眠	coeng4<s>min4
長明燈	coeng4<s>ming4<s>dang1
牆外底	coeng4<s>ngoi6<s>dai2
長年	coeng4<s>nin4
長刨	coeng4<s>peu4
長篇	coeng4<s>pin1
長衫	coeng4<s>saam1
長生	coeng4<s>saang1
常識	coeng4<s>sik1
長繩繫日	coeng4<s>sing4<s>hai6<s>jat6
長舌	coeng4<s>sit6
嚐鮮	coeng4<s>slin1
牆上高	coeng4<s>soeng6<s>gu1
長天	coeng4<s>tin1
長途	coeng4<s>tu4
牆桶	coeng4<s>tung2
長統靴	coeng4<s>tung2<s>hoe1
長統襪	coeng4<s>tung2<s>mat6
長袖	coeng4<s>zau6
長袖善舞	coeng4<s>zau6<s>sin6<s>mu5
長治久安	coeng4<s>zi6<s>gau2<s>on1
長征	coeng4<s>zing1
彩霞	coi2<s>haa4
彩虹	coi2<s>hung4
彩數	coi2<s>su3
彩雲	coi2<s>wan4
菜地	coi3<s>di6
菜刀	coi3<s>du1
菜販	coi3<s>faan3
菜腳	coi3<s>goek3
菜莢	coi3<s>haap3
菜行	coi3<s>hong4
菜油	coi3<s>jau4
菜園	coi3<s>jyun4
菜籃	coi3<s>laam4
菜牛	coi3<s>ngau4
菜心	coi3<s>slam1
菜椒	coi3<s>ziu1
裁處	coi4<s>cyu5
才德相稱	coi4<s>dak1<s>sloeng1<s>cing3
裁縫	coi4<s>fung4
裁縫佬	coi4<s>fung4<s>lu2
材料	coi4<s>liu2
裁衫	coi4<s>saam1
裁衫剪	coi4<s>saam1<s>zin2
財神爺	coi4<s>san4<s>je4
財會	coi4<s>wui6
蒼蠅	cong1<s>jing1
蒼蠅屎	cong1<s>jing1<s>si2
倉魚	cong1<s>jyu4
倉稟	cong1<s>lam2
蒼苔	cong1<s>toi4
闖將	cong2<s>zoeng3
創傷	cong3<s>soeng1
創痛	cong3<s>tung3
創造	cong3<s>zu6
牀板	cong4<s>baan2
藏寶	cong4<s>bu2
幢幢	cong4<s>cong4
牀單	cong4<s>daan1
牀底	cong4<s>dai2
牀凳	cong4<s>dang3
床檔	cong4<s>dong3
牀檔	cong4<s>dong3
幢幡	cong4<s>faan1
藏鋒	cong4<s>fung1
藏經洞	cong4<s>ging1<s>dung6
幢蓋	cong4<s>goi3
牀檐	cong4<s>jam4
牀尾	cong4<s>mi5
牀母	cong4<s>mu5
藏匿	cong4<s>nik6
藏品	cong4<s>pan2
牀拼	cong4<s>peng1
牀鋪	cong4<s>pu1
藏身	cong4<s>san1
藏屍	cong4<s>si1
藏書	cong4<s>syu1
牀毯	cong4<s>taan2
牀頭	cong4<s>tau4
藏頭露尾	cong4<s>tau4<s>lu6<s>mi5
牀橫	cong4<s>waang4
藏污納垢	cong4<s>wu1<s>naap6<s>gau3
藏之名山	cong4<s>zi1<s>ming4<s>saan1
幢節	cong4<s>zit3
藏拙	cong4<s>zyut3
腏樣	cot6<s>joeng2
腏死	cot6<s>sli2
腏水	cot6<s>sui2
